Column1;reviewId;content;score;thumbsUpCount;reviewCreatedVersion;at;replyContent;repliedAt;appVersion;app;content_tockens;content_cleaned;openai_topic;topic_category
4749;4c4e6514-cd9c-45c9-8876-d82216777a3f;this is a very bad review on the application, they terminated the account with out notify me before, I have money and they take over it, no reply from them at all, no phone calls, I need my money back, now I have no right even to open a ticket or could talk with anyone from the support, very very bad experience, even you are eligible to close but not eligible to give a money back or perform the transaction or give a details about the transaction, at least I know where is my money now.;1;5;2421;17/01/2024 16:00;Hey Nayir! Thank you for your review. Please know that we never intentionally freeze or close accounts without a fair reason. You can find all the possible reasons here: https://together.bunq.com/d/26054 Please contact us at support@bunq.com, and we'll do our best to clarify everything in terms of your closed account and remaining funds ??;17/01/2024 16:57;2421;Bunq;['bad', 'review', 'application', 'terminated', 'account', 'notify', 'money', 'take', 'reply', 'phone', 'calls', 'need', 'money', 'back', 'right', 'even', 'open', 'ticket', 'could', 'talk', 'anyone', 'support', 'bad', 'experience', 'even', 'eligible', 'close', 'eligible', 'give', 'money', 'back', 'perform', 'transaction', 'give', 'details', 'transaction', 'least', 'know', 'money'];this is a very bad review on the application they terminated the account with out notify me before i have money and they take over it no reply from them at all no phone calls i need my money back now i have no right even to open a ticket or could talk with anyone from the support very very bad experience even you are eligible to close but not eligible to give a money back or perform the transaction or give a details about the transaction at least i know where is my money now;accountability;ethos
2220;6193a94b-27e9-4fde-a449-f4e1b0962f72;So easy and fast;5;0;10882;24/07/2025 18:50;;;10882;Revolut;['easy', 'fast'];so easy and fast;simplicity;simplicity
4771;81eaa535-c96f-40b1-97d0-4eb5ad217eef;How could I give my money to a company which takes 8 days to verify my documents, a process that, according to them, should take 5 minutes? NOTE: After 8 days I complained, and magically my documents were verified in a few hours. EDIT AFTER DEV'S COMMENT: I wasn't requested any additional detail, nor informed of any delay. It was just a poor service that convinced me not to put my money on this app.;1;0;;27/12/2023 16:16;Hey Davide! Thank you for your review. It's our priority to keep our 5-minute promise to you. In some cases, we will need to manually approve your account, thus we'll need a couple of days to go through the documents ?? More information about that you can find here: https://together.bunq.com/d/51084 ??;28/12/2023 08:11;;Bunq;['could', 'give', 'money', 'company', 'takes', '8', 'days', 'verify', 'documents', 'process', 'according', 'take', '5', 'minutes', 'note', '8', 'days', 'complained', 'magically', 'documents', 'verified', 'hours', 'edit', 'devs', 'comment', 'wasnt', 'requested', 'additional', 'detail', 'informed', 'delay', 'poor', 'service', 'convinced', 'put', 'money', 'app'];how could i give my money to a company which takes 8 days to verify my documents a process that according to them should take 5 minutes note after 8 days i complained and magically my documents were verified in a few hours edit after devs comment i wasnt requested any additional detail nor informed of any delay it was just a poor service that convinced me not to put my money on this app;customer service;user_centricity
2819;8aa5e107-d5ac-40da-a31c-ba1228d262a7;Best money app there is for saving money and getting paid easily.;5;0;1087;18/07/2025 12:52;;;1087;Revolut;['best', 'money', 'app', 'saving', 'money', 'getting', 'paid', 'easily'];best money app there is for saving money and getting paid easily;convenience;quality
3150;4af4c8c1-6c23-42a2-a380-11e4973b0480;"Simple and easy to use Banking App with good conditions. Unfortunately currently there doesn't seem to be a way to contact support. Under ""Help"", it says I should select a topic and then click chat. But there is no option. The UI is OK, but a little messy IMHO. I'd also like to be able to personalise the order of tabs. E.g. I'd like to have ""Cash"" as my default view when opening the app, instead of ""Wealth"".";4;46;225230;04/06/2025 09:43;;;225230;TradeRepublic;['simple', 'easy', 'use', 'banking', 'app', 'good', 'conditions', 'unfortunately', 'currently', 'doesnt', 'seem', 'way', 'contact', 'support', 'help', 'says', 'select', 'topic', 'click', 'chat', 'option', 'ui', 'ok', 'little', 'messy', 'imho', 'id', 'also', 'like', 'able', 'personalise', 'order', 'tabs', 'eg', 'id', 'like', 'cash', 'default', 'view', 'opening', 'app', 'instead', 'wealth'];simple and easy to use banking app with good conditions unfortunately currently there doesnt seem to be a way to contact support under help it says i should select a topic and then click chat but there is no option the ui is ok but a little messy imho id also like to be able to personalise the order of tabs eg id like to have cash as my default view when opening the app instead of wealth;simplicity;simplicity
4256;7a8659b4-c288-4453-98f2-3c9d94029241;They resolved my problems;5;0;2713;15/01/2025 10:26;Hey Samwel! Thank you for the 5-star review and positive feedback! We’re happy to hear that your issue has been resolved now and that you had a great experience with us ??;21/01/2025 13:17;2713;Bunq;['resolved', 'problems'];they resolved my problems;customer service;user_centricity
3107;916d4d32-2b53-408d-a4b1-26c554669c67;Was für ein Dreck, ich will mein cash abheben aber bekomme es nicht. Das ist Diebstahl;1;2;425240;16/06/2025 23:11;;;425240;TradeRepublic;['fr', 'ein', 'dreck', 'ich', 'mein', 'cash', 'abheben', 'aber', 'bekomme', 'es', 'nicht', 'das', 'ist', 'diebstahl'];was fr ein dreck ich will mein cash abheben aber bekomme es nicht das ist diebstahl;accessibility;quality
1973;32e19abb-0002-4991-b0b7-115e1036671d;"Nice app but can't login from Turkey. Keep saying ""An error has occured."" while trying to login. Edit: With mobile internet it works. Thank you! ??";5;0;;14/06/2024 09:23;Hey Mustafa, we recommend that you try to login using a different connection (change from WiFi to mobile data or vice-versa). If the issue persists, feel free to send us a private message in one of our social media channels and we'll check this further. We're available on Twitter (X) or Instagram via @N26. Best, Bella, N26 Team.;14/06/2024 09:15;;N26;['nice', 'app', 'cant', 'login', 'turkey', 'keep', 'saying', 'error', 'occured', 'trying', 'login', 'edit', 'mobile', 'internet', 'works', 'thank'];nice app but cant login from turkey keep saying an error has occured while trying to login edit with mobile internet it works thank you;accessibility;quality
1375;1cb6d50a-4449-40ea-87ab-a4275769941d;Slow boot & moving funds to/from savings is unnecessarily clicky. other than that excellent app. Quick transfers, hidden values option. Easy to use;4;0;418;12/02/2025 19:12;;;418;N26;['slow', 'boot', 'moving', 'funds', 'tofrom', 'savings', 'unnecessarily', 'clicky', 'excellent', 'app', 'quick', 'transfers', 'hidden', 'values', 'option', 'easy', 'use'];slow boot  moving funds tofrom savings is unnecessarily clicky other than that excellent app quick transfers hidden values option easy to use;user-friendly;simplicity
3968;8717bf85-6f71-49a0-a7ff-c94d0587130e;Verification process fails repeatedly, the reasons for which are cryptic. The failure to verify meant I needed to access customer support, which is almost completely inaccessible due to the way the app is designed.;1;6;224231;20/06/2024 17:45;;;224231;TradeRepublic;['verification', 'process', 'fails', 'repeatedly', 'reasons', 'cryptic', 'failure', 'verify', 'meant', 'needed', 'access', 'customer', 'support', 'almost', 'completely', 'inaccessible', 'due', 'way', 'app', 'designed'];verification process fails repeatedly the reasons for which are cryptic the failure to verify meant i needed to access customer support which is almost completely inaccessible due to the way the app is designed;accessibility;quality
4062;794e5afc-851c-46fd-84f4-21145f777708;bunq is so easy to use! I switched 4 years ago and wouldn't go back to a traditional bank. I'm missing a few features like a real credit card or the availability of stocks and crypto in Germany though...;5;18;2861;24/06/2025 10:02;;;2861;Bunq;['bunq', 'easy', 'use', 'switched', '4', 'years', 'ago', 'wouldnt', 'go', 'back', 'traditional', 'bank', 'im', 'missing', 'features', 'like', 'real', 'credit', 'card', 'availability', 'stocks', 'crypto', 'germany', 'though'];bunq is so easy to use i switched 4 years ago and wouldnt go back to a traditional bank im missing a few features like a real credit card or the availability of stocks and crypto in germany though;ease;simplicity
4445;77292afb-4230-4fda-aa41-e141995e72d5;Good;5;0;25141;10/09/2024 17:34;Hey! Thank you for the five-star review ??;07/03/2025 16:26;25141;Bunq;['good'];good;satisfaction;user_centricity
3557;dbcde85c-4d67-46a7-b55b-305be5c2d05a;"That moment when you want to sell and you get the error ""Something went wrong, please try again"" with no live support or anything.";1;3;225040;27/01/2025 16:11;;;225040;TradeRepublic;['moment', 'want', 'sell', 'get', 'error', 'something', 'went', 'wrong', 'please', 'try', 'live', 'support', 'anything'];that moment when you want to sell and you get the error something went wrong please try again with no live support or anything;support;user_centricity
964;64d8ebe9-fe90-4a6b-aaf8-23de52921037;Slow and has all sorts of issues;2;0;2521268;08/06/2025 02:12;Thanks for the review. We're sorry to hear your experience with Klarna hasn't measured up to the standard we have set for ourselves. We are always looking for ways we can improve our service and we welcome you to submit any feedback to us at feedback@klarna.com;08/06/2025 02:23;2521268;Klarna;['slow', 'sorts', 'issues'];slow and has all sorts of issues;efficiency;quality
179;bab9f5ba-a658-4743-b5b4-c7a65d144ebb;I really like Klarna as it's made it possible for me to enjoy shows and vacation rentals that I otherwise couldn't have without a payment option. The payment options offered are great with several choices. I prefer Klarna over paypal;5;0;;16/07/2025 17:05;We love to hear it!;16/07/2025 17:19;;Klarna;['really', 'like', 'klarna', 'made', 'possible', 'enjoy', 'shows', 'vacation', 'rentals', 'otherwise', 'couldnt', 'without', 'payment', 'option', 'payment', 'options', 'offered', 'great', 'several', 'choices', 'prefer', 'klarna', 'paypal'];i really like klarna as its made it possible for me to enjoy shows and vacation rentals that i otherwise couldnt have without a payment option the payment options offered are great with several choices i prefer klarna over paypal;affordable;quality
3698;2b317f0d-c772-4b54-b541-408884034c6f;Easy to work with the app. Prompt support for the team.;5;0;224460;24/11/2024 10:44;;;224460;TradeRepublic;['easy', 'work', 'app', 'prompt', 'support', 'team'];easy to work with the app prompt support for the team;support;user_centricity
3821;ea1a17b2-893d-4c09-8df3-95b910c5344f;Funciona fatal. Cada actualización trae fallos que me impide abrir la app con normalidad;1;1;;31/08/2024 17:59;;;;TradeRepublic;['funciona', 'fatal', 'cada', 'actualizacin', 'trae', 'fallos', 'que', 'impide', 'abrir', 'la', 'app', 'con', 'normalidad'];funciona fatal cada actualizacin trae fallos que me impide abrir la app con normalidad;reliability;quality
4878;ca6cba2f-d685-4a8f-94f7-8a693886acfe;Good;5;0;;14/10/2023 10:56;Hey! Thank you for your review. Have a great day! ??;16/10/2023 10:27;;Bunq;['good'];good;satisfaction;user_centricity
3899;f2efd098-0898-45cf-87a2-0023d884d897;Heard good things about this broker, but the problem is that i can't get past the selfie verification process (tried multiple times in different angles distances) and it doesn't recognize me, therefore can't use it. Please fix it, so it can be usable.;1;1;224290;22/07/2024 16:44;;;224290;TradeRepublic;['heard', 'good', 'things', 'broker', 'problem', 'cant', 'get', 'past', 'selfie', 'verification', 'process', 'tried', 'multiple', 'times', 'different', 'angles', 'distances', 'doesnt', 'recognize', 'therefore', 'cant', 'use', 'please', 'fix', 'usable'];heard good things about this broker but the problem is that i cant get past the selfie verification process tried multiple times in different angles distances and it doesnt recognize me therefore cant use it please fix it so it can be usable;accessibility;quality
4487;f273e31a-1137-46e9-96db-1facb524cbdb;Good;5;0;25101;03/08/2024 21:10;Hey! Thanks for the kind words ??;31/03/2025 19:03;25101;Bunq;['good'];good;satisfaction;user_centricity
3238;bfb8f46f-ef1d-4f2f-aed0-537944cfcb50;The app looks friendly to use for beginners and pays interest on uninvested cash. What I don't like about trade republic is no phone contact to the customer support incase of challenges. the broker is giving wrong investment figures. One of the stocks in my portfolio is missing but the stock company is listed on the broker and when I checked the stock the money I invested in it is not there. no information on what is happening. it's a pity.;1;2;225190;11/05/2025 09:29;;;225190;TradeRepublic;['app', 'looks', 'friendly', 'use', 'beginners', 'pays', 'interest', 'uninvested', 'cash', 'dont', 'like', 'trade', 'republic', 'phone', 'contact', 'customer', 'support', 'incase', 'challenges', 'broker', 'giving', 'wrong', 'investment', 'figures', 'one', 'stocks', 'portfolio', 'missing', 'stock', 'company', 'listed', 'broker', 'checked', 'stock', 'money', 'invested', 'information', 'happening', 'pity'];the app looks friendly to use for beginners and pays interest on uninvested cash what i dont like about trade republic is no phone contact to the customer support incase of challenges the broker is giving wrong investment figures one of the stocks in my portfolio is missing but the stock company is listed on the broker and when i checked the stock the money i invested in it is not there no information on what is happening its a pity;reliability;quality
2974;a867532b-8435-47e7-9c07-1e4dc8f5d713;cool;5;0;1086;16/07/2025 23:41;;;1086;Revolut;['cool'];cool;aesthetics;quality
3580;647fb4ee-d7cb-4a2c-966b-55379d209a29;new design couldn't possibly be any worse - one year later, the UI is still catastrophic;1;4;225030;17/01/2025 12:02;;;225030;TradeRepublic;['new', 'design', 'couldnt', 'possibly', 'worse', 'one', 'year', 'later', 'ui', 'still', 'catastrophic'];new design couldnt possibly be any worse  one year later the ui is still catastrophic;aesthetics;quality
2887;857b270c-d09a-4652-94ce-9325e0ac7181;excellent, easy to make payments to other cards. receiving and spending foreign currency.;5;0;1087;17/07/2025 19:17;;;1087;Revolut;['excellent', 'easy', 'make', 'payments', 'cards', 'receiving', 'spending', 'foreign', 'currency'];excellent easy to make payments to other cards receiving and spending foreign currency;convenience;quality
2575;33fd6732-c966-46f4-bc4f-84475fa7e6e3;Why Canada is not there ??;1;0;;21/07/2025 04:52;Hey there! Thanks for your interest! We’re working tirelessly on expanding our product worldwide. We'll keep you posted if we have any update to launch in Canada. Stay tuned! ??;21/07/2025 15:46;;Revolut;['canada'];why canada is not there;global access;community
